Verse,I,II,I,IV,|,I,II,I,IV,I,IV,||
Chorus,I,IV,|,IV,I,V,|,V,I,IV,|,IV,I,V,I,||
Verse,I,II,I,IV,|,I,II,I,IV,I,IV,||
Chorus,I,IV,|,IV,I,V,|,V,I,IV,|,IV,I,V,I,||
Bridge,I,II,I,IV,V,|,II,I,IV,V,||
Chorus,I,IV,|,IV,I,V,|,V,I,IV,|,IV,I,V,I,||
Outro,I,V,IV,V,|,IV,V,IV,V,IV,I,||
