Verse,I,|,IV,I,||
Prechorus,V,IV,||
Verse,I,|,IV,I,||
Prechorus,V,IV,|,V,IV,||
Chorus,I,VI,|,V,IV,I,||
Verse,I,|,IV,I,||
Prechorus,V,IV,|,V,IV,||
Chorus,I,VI,|,V,IV,I,||
