Verse1,I,VI,|,V,IV,|,I,IV,|,V,IV,||
Verse2,I,II,|,V,IV,|,I,IV,|,V,IV,||
Intro,I,IV,|,V,IV,||
Chorus,I,IV,|,V,IV,|,I,IV,|,V,IV,||
Bridge,I,IV,|,V,IV,|,I,IV,|,V,IV,||
Chorus,I,IV,|,V,IV,|,I,IV,|,V,IV,||
